Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,created_at,exclusion_reasons
fadecandy_ros,eurogroep,ROS Driver for the fandecandy LED driver board,https://github.com/eurogroep/fadecandy_ros,103,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,5,61,2019-10-25T01:56:46Z,11,266,0,code,Organization,103,0,0,C++;CMake;Python,0,2,4,0,0,7.06,,0.86,0.08,0.0,0.0,0.2,0.0,0.0,71,eurogroep/fadecandy_ros,humble|jazzy,2020-04-14T07:14:56Z,inactive_6mo;is_fork
googletest,ament,Google Test,https://github.com/ament/googletest,12567,3,10,4,,BSD-3-Clause,True,True,False,False,False,True,good first issue,390,4321,2008-07-03T22:38:12Z,78,25998,0,code,Organization,12567,7,3,C++;Python;C;Starlark;CMake;Shell;Batchfile,2,24,33,2,3,41.81,50.79,41.95,4.5,0.1,0.03,5.68,5.55,0.0,103,ament/googletest,humble|jazzy|kilted,2017-08-07T22:33:09Z,inactive_6mo;is_fork
avt_vimba_camera,astuff,ROS1/2 Driver for AVT cameras using VIMBA SDK.,https://github.com/astuff/avt_vimba_camera,4288,22,45,19,camera;driver;ros;ros2,Other,True,False,False,False,False,False,,16,183,2014-02-19T07:52:01Z,2,217,0,config,Organization,4288,4,22,C++;C;Python;CMake,1,42,46,18,65,15.74,93.35,2.32,0.27,0.57,0.28,6.39,0.0,0.0,79,astuff/avt_vimba_camera,humble|jazzy|kilted,2019-08-19T22:32:42Z,inactive_6mo;is_fork
cartographer,ros2,Cartographer is a system that provides real-time simultaneous localization and mapping (SLAM) in 2D and 3D across multiple platforms and sensor configurations.,https://github.com/ros2/cartographer,5956,133,43,5,,Apache-2.0,True,True,False,True,False,True,good first issue,49,1188,2016-08-02T07:07:31Z,290,30436,0,code,Organization,5956,13,133,C++;CMake;Starlark;Shell;Lua;Python;XSLT;Batchfile;C,0,11,14,5,10,42.48,289.43,11.31,0.51,0.41,1.27,6.15,2.07,0.0,105,ros2/cartographer,humble|jazzy|kilted,2017-06-02T00:41:09Z,inactive_6mo;is_fork
digestible,tier4,A modern C++ implementation of a merging t-digest data structure.,https://github.com/tier4/digestible,636,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,6,26,2019-08-28T00:14:02Z,2,202,0,docs,Organization,636,0,0,C++;CMake,0,1,1,0,0,0.0,,2.89,0.67,0.0,0.0,2.74,0.0,0.0,9,tier4/digestible,humble,2025-06-06T11:29:36Z,inactive_6mo;is_fork
imu_calib,Nathan85001,ROS package for computing and applying IMU calibration parameters,https://github.com/Nathan85001/imu_calib,52,9,1,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,16,2015-11-07T00:46:00Z,6,373,0,code,User,52,0,9,C++;CMake,0,0,0,0,0,,,2.0,0.12,0.12,1.12,2.61,0.0,0.0,8,Nathan85001/imu_calib,humble,2025-07-03T20:09:49Z,inactive_6mo;is_fork
libqi,ros-naoqi,"naoqi_libqi ROS package, fork of the libqi repository",https://github.com/ros-naoqi/libqi,13107,2,4,0,,,True,False,False,False,False,True,good first issue,20,7366,2009-10-13T21:41:34Z,0,0,0,other,Organization,13107,0,2,C++;CMake;Lua;Python;Shell;C;EmberScript,0,4,8,0,0,5.95,,144.43,1.84,0.08,0.04,2.6,0.0,0.0,51,ros-naoqi/libqi,humble|jazzy,2021-12-11T15:17:40Z,inactive_6mo;is_fork
libqicore,ros-naoqi,"naoqi_libqicore ROS package, fork of the libqicore repository",https://github.com/ros-naoqi/libqicore,21285,2,3,0,,,True,False,False,False,False,True,good first issue,9,512,2012-09-25T14:52:57Z,1,1,0,config,Organization,21285,0,2,Python;C++;CMake,0,2,2,0,0,3.43,,10.04,0.61,0.06,0.04,2.65,0.0,0.0,51,ros-naoqi/libqicore,humble,2021-12-11T15:18:15Z,inactive_6mo;is_fork
nerian_stereo_ros2,nerian-vision,"ROS 2 driver node for Scarlet, SceneScan and SP1 stereo vision sensors by Nerian Vision GmbH",https://github.com/nerian-vision/nerian_stereo_ros2,5681,2,1,0,,Other,True,False,False,False,False,True,good first issue,1,55,2021-03-31T10:41:19Z,5,1279,0,code,User,5681,0,2,C++;CMake;Python,0,1,1,0,0,0.0,,0.93,0.05,0.02,0.03,0.21,0.0,0.0,59,nerian-vision/nerian_stereo_ros2,humble,2021-04-14T08:30:18Z,inactive_6mo;is_fork
rosbag2_to_video,fictionlab,Tool to create a video from a rosbag2 recording,https://github.com/fictionlab/rosbag2_to_video,30,2,1,0,,Apache-2.0,True,True,False,False,False,True,good first issue,3,19,2022-07-20T14:50:50Z,10,463,0,code,Organization,30,1,2,Python,0,2,2,0,0,0.33,,1.0,0.16,0.05,0.11,0.62,0.62,0.0,19,fictionlab/rosbag2_to_video,humble|jazzy|kilted,2024-08-22T20:24:45Z,inactive_6mo;is_fork
simple-term-menu,clearpathrobotics,A Python package which creates simple interactive menus on the command line.,https://github.com/clearpathrobotics/simple-term-menu,586,0,0,0,,MIT,True,False,False,False,False,True,good first issue,11,241,2019-08-14T14:19:39Z,1,0,0,config,Organization,586,0,0,Python;CMake,0,0,0,0,0,,,6.03,0.3,0.0,0.0,27.81,0.0,0.0,40,clearpathrobotics/simple-term-menu,humble|jazzy,2022-11-28T14:11:13Z,inactive_6mo;is_fork
teleop_twist_joy,ros2,Simple joystick teleop for twist robots,https://github.com/ros2/teleop_twist_joy,122,83,91,2,,Other,True,False,False,False,False,True,good first issue,22,120,2014-07-21T14:00:57Z,2,56,0,config,Organization,122,10,83,C++;Python;CMake,1,46,52,1,13,33.67,46.33,1.14,0.24,0.87,0.79,4.15,0.0,0.0,105,ros2/teleop_twist_joy,humble|jazzy|kilted,2017-06-06T13:29:11Z,inactive_6mo;is_fork
odri_master_board_sdk_release,stack-of-tasks,Hardware and Firmware of the Solo Quadruped Master Board,https://github.com/stack-of-tasks/odri_master_board_sdk_release,10397,0,2,0,,BSD-2-Clause,True,False,False,False,False,True,good first issue,18,562,2019-07-25T11:22:36Z,2,27,0,docs,Organization,10397,0,0,C++;C;Python;CMake;Makefile;Shell,0,1,1,0,0,23.82,,20.07,0.96,0.07,0.0,2.58,0.0,0.0,28,stack-of-tasks/odri_master_board_sdk_release,jazzy|kilted,2023-11-15T13:59:15Z,inactive_6mo;is_fork
rplidar_ros,allenh1,,https://github.com/allenh1/rplidar_ros,424,45,44,16,,BSD-2-Clause,True,False,False,False,False,True,good first issue,17,75,2014-05-06T17:37:34Z,2,25,0,docs,User,424,5,45,C++;C;Python;CMake;Shell,4,17,20,12,4,60.56,46.45,0.82,0.23,0.48,0.49,1.57,0.0,0.0,91,allenh1/rplidar_ros,kilted,2018-08-19T16:15:57Z,inactive_6mo;is_fork
gazebo_ros_pkgs-release,ros2-gbp,,https://github.com/ros2-gbp/gazebo_ros_pkgs-release,4286,0,6,0,,,True,False,False,False,False,True,good first issue,7,125,2018-11-21T21:18:12Z,1,1,0,docs,Organization,4286,6,0,,0,3,3,0,0,1.6,,1.42,0.08,0.07,0.0,25.35,0.0,0.0,88,ros2-gbp/gazebo_ros_pkgs-release,jazzy,2018-11-21T21:18:11Z,inactive_6mo;no_programming_languages
spatio_temporal_voxel_layer-release,SteveMacenski,Release repository for the Spatio Temporal Voxel Layer,https://github.com/SteveMacenski/spatio_temporal_voxel_layer-release,709,2,3,0,,LGPL-2.1,True,False,False,False,False,True,good first issue,2,82,2018-06-27T22:48:49Z,2,506,0,docs,User,709,1,2,,0,0,0,0,0,,,0.88,0.02,0.03,0.02,19.57,0.0,0.0,93,SteveMacenski/spatio_temporal_voxel_layer-release,kilted,2018-06-27T22:48:48Z,inactive_6mo;no_programming_languages
clearpath_mecanum_drive_controller-release,clearpath-gbp,,https://github.com/clearpath-gbp/clearpath_mecanum_drive_controller-release,57,0,1,0,,,True,False,False,False,False,True,good first issue,1,1,2024-08-13T16:06:53Z,1,1,0,docs,Organization,57,3,0,,0,0,0,0,0,,,0.05,0.05,0.05,0.0,0.04,0.0,0.0,19,clearpath-gbp/clearpath_mecanum_drive_controller-release,humble,2024-08-13T16:06:52Z,inactive_6mo;no_programming_languages
marvelmind_ros2_msgs_release,MarvelmindRobotics,Marvelmind ROS2 messages,https://github.com/MarvelmindRobotics/marvelmind_ros2_msgs_release,23,0,1,0,,,True,False,False,False,False,True,good first issue,1,1,2022-07-10T21:18:56Z,1,2,0,docs,Organization,23,0,0,,0,0,0,0,0,,,0.02,0.02,0.02,0.0,0.05,0.0,0.0,44,MarvelmindRobotics/marvelmind_ros2_msgs_release,humble,2022-07-10T21:18:56Z,inactive_6mo;no_programming_languages
nonpersistent_voxel_layer-release,SteveMacenski,"Bloom Release Repository for the  nonpersistent_voxel_layer ",https://github.com/SteveMacenski/nonpersistent_voxel_layer-release,226,0,3,0,,,True,False,False,False,False,True,good first issue,1,76,2018-08-14T18:26:25Z,1,2,0,docs,User,226,1,0,,0,0,0,0,0,,,0.84,0.01,0.03,0.0,15.61,0.0,0.0,91,SteveMacenski/nonpersistent_voxel_layer-release,humble|jazzy,2018-08-14T18:26:24Z,inactive_6mo;no_programming_languages
object_recognition_msgs,wg-perception,The description of the ROS messages/actionlib server for object recognition,https://github.com/wg-perception/object_recognition_msgs,75,2,26,1,,,False,False,False,False,False,False,,3,103,2012-03-17T21:19:34Z,6,137,0,config,Organization,75,11,2,,0,4,6,1,8,115.84,67.78,0.61,0.03,0.15,0.01,0.0,0.0,0.0,168,wg-perception/object_recognition_msgs,humble|jazzy|kilted,2012-03-17T18:52:52Z,inactive_6mo;no_programming_languages
ompl-release,ros2-gbp,,https://github.com/ros2-gbp/ompl-release,35015,0,6,0,,,True,False,False,False,False,True,good first issue,11,220,2013-04-18T08:48:19Z,0,0,0,other,Organization,35015,3,0,,0,0,0,0,1,,28.54,4.49,0.27,0.12,0.0,35.15,0.0,0.0,49,ros2-gbp/ompl-release,humble,2022-02-09T00:05:44Z,inactive_6mo;no_programming_languages
ortools_vendor-release,ros2-gbp,,https://github.com/ros2-gbp/ortools_vendor-release,353,0,4,0,,,True,False,False,False,False,True,good first issue,3,121,2024-04-09T14:39:15Z,0,0,0,other,Organization,353,4,0,,0,0,0,0,0,,,5.26,0.13,0.17,0.0,24.76,0.0,0.0,23,ros2-gbp/ortools_vendor-release,humble|jazzy|kilted,2024-04-14T15:26:09Z,inactive_6mo;no_programming_languages
picknik_ament_copyright-release,ros2-gbp,,https://github.com/ros2-gbp/picknik_ament_copyright-release,146,0,5,0,,,True,False,False,False,False,True,good first issue,6,42,2021-08-12T22:17:37Z,1,1,0,config,Organization,146,7,0,,0,0,0,0,0,,,0.86,0.12,0.1,0.0,2.87,0.0,0.0,49,ros2-gbp/picknik_ament_copyright-release,humble|jazzy|kilted,2022-02-09T00:11:11Z,inactive_6mo;no_programming_languages
radar_msgs-release,ros2-gbp,Relase repo for https://github.com/ros-perception/radar_msgs,https://github.com/ros2-gbp/radar_msgs-release,185,2,5,0,,,True,False,False,False,False,True,good first issue,6,50,2021-03-09T20:03:50Z,1,1,0,config,Organization,185,8,2,,0,0,0,0,0,,,0.83,0.1,0.08,0.03,4.05,0.0,0.0,60,ros2-gbp/radar_msgs-release,humble|jazzy|kilted,2021-03-09T20:02:12Z,inactive_6mo;no_programming_languages
ros_industrial_cmake_boilerplate-release,ros2-gbp,,https://github.com/ros2-gbp/ros_industrial_cmake_boilerplate-release,418,0,5,0,,,True,False,False,False,False,True,good first issue,5,113,2021-01-06T04:24:14Z,0,0,0,other,Organization,418,3,0,,0,1,1,0,0,0.0,,2.63,0.14,0.12,0.0,26.14,0.0,0.0,43,ros2-gbp/ros_industrial_cmake_boilerplate-release,humble|jazzy|kilted,2022-08-30T19:55:02Z,inactive_6mo;no_programming_languages
topic_based_ros2_control-release,ros2-gbp,,https://github.com/ros2-gbp/topic_based_ros2_control-release,236,0,5,0,,,True,False,False,False,False,True,good first issue,4,58,2023-05-24T21:09:28Z,1,1,0,config,Organization,236,8,0,,0,0,0,0,0,,,2.32,0.16,0.2,0.0,10.8,0.0,0.0,25,ros2-gbp/topic_based_ros2_control-release,humble,2024-02-28T23:47:39Z,inactive_6mo;no_programming_languages
sophus,clalancette,C++ implementation of Lie Groups using Eigen.,https://github.com/clalancette/sophus,1409,0,3,0,,,True,False,False,False,False,True,good first issue,1,10,2019-10-13T23:27:18Z,1,9,0,other,User,1409,0,0,,0,5,5,0,0,5.79,,0.29,0.03,0.09,0.0,1.81,0.0,0.0,34,clalancette/sophus,humble|jazzy|kilted,2023-05-23T19:07:39Z,inactive_6mo;no_programming_languages;is_fork
crazyswarm2,IMRCLab,A Large Quadcopter Swarm,https://github.com/IMRCLab/crazyswarm2,64396,204,108,52,,MIT,True,False,False,False,False,True,good first issue,30,1309,2016-06-28T20:23:02Z,4,11,0,docs,Organization,64396,6,204,Python;C++;Makefile;CMake,3,212,235,49,216,8.36,92.45,25.17,0.58,2.08,3.92,1.36,0.0,0.0,52,IMRCLab/crazyswarm2,humble|jazzy,2021-11-04T17:12:54Z,is_fork
point_cloud_transport_plugins,ros-perception,Transport plugins for point_cloud_transport.,https://github.com/ros-perception/point_cloud_transport_plugins,462,7,5,4,,BSD-3-Clause,True,True,False,False,False,True,good first issue,9,100,2019-07-29T12:03:50Z,40,4386,0,code,Organization,462,1,7,C++;CMake,2,65,70,2,0,3.55,,3.03,0.27,0.15,0.21,4.88,0.16,0.0,33,ros-perception/point_cloud_transport_plugins,humble|jazzy|kilted,2023-06-18T18:00:12Z,is_fork
microstrain_inertial,LORD-MicroStrain,ROS driver for all of MicroStrain's current G and C series products. To learn more visit,https://github.com/LORD-MicroStrain/microstrain_inertial,6133,130,98,29,imu;inertial-navigation-systems;inertial-sensors;ins;microstrain;mip;robotics;ros;ros-noetic;ros2-foxy;ros2-humble;ros2-rolling;slam;slam-algorithms,,True,False,False,False,False,True,good first issue,24,487,2016-12-19T00:17:46Z,1,29,0,config,Organization,6133,8,130,CMake;Makefile;C++;Python;Shell,4,156,166,25,199,9.54,84.79,6.67,0.48,1.34,1.78,11.55,0.0,0.0,73,LORD-MicroStrain/microstrain_inertial,humble|jazzy|kilted,2020-02-10T15:30:29Z,is_fork
urdf,ros2,Repository for URDF parsing code,https://github.com/ros2/urdf,3460,13,9,3,,BSD-3-Clause,True,False,False,False,False,True,good first issue,52,848,2009-09-04T23:10:08Z,109,50909,0,code,Organization,3460,8,13,C++;C;Python;CMake,0,39,44,3,6,17.75,277.61,8.48,0.77,0.09,0.13,0.43,0.0,0.0,100,ros2/urdf,humble|jazzy|kilted,2017-11-28T18:48:09Z,is_fork
teleop_twist_keyboard,ros2,Generic Keyboard Teleop for ROS 2,https://github.com/ros2/teleop_twist_keyboard,41,48,53,1,,Other,True,True,False,False,False,True,good first issue,15,61,2014-02-12T05:50:55Z,3,138,0,code,Organization,41,11,48,Python,1,24,32,0,9,47.68,79.8,0.58,0.16,0.5,0.46,1.33,0.16,0.0,105,ros2/teleop_twist_keyboard,humble|jazzy|kilted,2017-06-14T14:47:54Z,is_fork
point_cloud_transport_tutorial,ros-perception,"This repository provides tutorial, which discusses running sample publisher and subscriber using multiple transports of point_cloud_transport.",https://github.com/ros-perception/point_cloud_transport_tutorial,790,11,4,1,,BSD-3-Clause,True,True,False,False,False,True,good first issue,4,56,2019-08-02T10:29:46Z,5,123,0,code,Organization,790,0,11,C++;Python;CMake,1,19,20,0,0,7.53,,1.75,0.12,0.12,0.34,14.09,0.16,0.0,32,ros-perception/point_cloud_transport_tutorial,jazzy|kilted,2023-07-28T03:18:15Z,is_fork
rtabmap,introlab,RTAB-Map library and standalone application,https://github.com/introlab/rtabmap,66835,3642,901,564,android;ios;localization;mapping;project-tango;robotics;ros;ros2;scanning;slam,NOASSERTION,True,False,False,False,False,False,,0,0,,0,0,0,,,66835,97,3642,,0,0,0,554,802,,48.09,0.0,,6.48,26.2,3.95,0.0,0.0,139,introlab/rtabmap,humble|jazzy|kilted,2014-08-11T18:38:14Z,no_programming_languages
socketcan_adapter,polymathrobotics,,https://github.com/polymathrobotics/socketcan_adapter,0,0,0,0,,,False,False,False,False,False,False,[],0,0,,0,0,0,,,0,0,0,,0,0,0,0,0,,,,,,,0.0,0.0,0.0,,polymathrobotics/socketcan_adapter,humble|jazzy|kilted,,no_programming_languages;too_small
ros2_system_webview,namo-robotics,,https://github.com/namo-robotics/ros2_system_webview,0,0,0,0,,,False,False,False,False,False,False,[],0,0,,0,0,0,,,0,0,0,,0,0,0,0,0,,,,,,,0.0,0.0,0.0,,namo-robotics/ros2_system_webview,humble|jazzy|kilted,,no_programming_languages;too_small
mobile_robot_simulator,nobleo,,https://github.com/nobleo/mobile_robot_simulator,0,0,0,0,,,False,False,False,False,False,False,[],0,0,,0,0,0,,,0,0,0,,0,0,0,0,0,,,,,,,0.0,0.0,0.0,,nobleo/mobile_robot_simulator,jazzy|kilted,,no_programming_languages;too_small
pfs,dtrugman,,https://github.com/dtrugman/pfs,0,0,0,0,,,False,False,False,False,False,False,[],0,0,,0,0,0,,,0,0,0,,0,0,0,0,0,,,,,,,0.0,0.0,0.0,,dtrugman/pfs,kilted,,no_programming_languages;too_small
