Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,created_at,exclusion_reasons
ld08_driver,ROBOTIS-GIT,ROS package for TurtleBot3 LD08 Lidar,https://github.com/ROBOTIS-GIT/ld08_driver,95,11,29,0,,Apache-2.0,True,True,False,False,False,False,,4,44,2022-02-04T08:08:07Z,16,1691,0,code,Organization,95,3,11,C++;CMake;Python,0,19,25,0,10,127.84,587.72,0.9,0.08,0.59,0.22,2.51,0.89,0.0,49,ROBOTIS-GIT/ld08_driver,humble|jazzy|kilted,2022-02-04T08:02:17Z,inactive_6mo
lgsvl_msgs,lgsvl,2D & 3D ground truth ROS Messages for SVL Simulator,https://github.com/lgsvl/lgsvl_msgs,29,9,22,0,apollo;autonomous;autoware;baidu;lgsvl;ros;ros-indigo;ros-kinetic;ros-melodic;ros-messages;ros2;simulator;vehicle,BSD-3-Clause,True,False,False,False,False,True,good first issue,5,27,2018-12-18T23:13:55Z,1,20,0,docs,Organization,29,10,9,CMake,0,0,4,0,0,19.22,,0.31,0.08,0.25,0.1,1.3,0.0,0.0,87,lgsvl/lgsvl_msgs,humble|jazzy|kilted,2018-12-19T00:28:39Z,inactive_6mo
libcaer_vendor,ros-event-camera,wrapper package for libcaer,https://github.com/ros-event-camera/libcaer_vendor,10,0,1,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,2,2024-05-08T17:18:28Z,7,326,0,config,Organization,10,2,0,CMake,0,0,0,0,0,,,0.09,0.05,0.05,0.0,0.3,0.0,0.0,22,ros-event-camera/libcaer_vendor,humble|jazzy|kilted,2024-05-08T17:11:25Z,inactive_6mo
libcreate,AutonomyLab,C++ library for interfacing with the iRobot Create 1 and 2.,https://github.com/AutonomyLab/libcreate,164,49,83,8,hacktoberfest,BSD-3-Clause,True,False,False,False,False,True,good first issue,13,131,2015-12-11T22:08:34Z,14,1919,0,code,Organization,164,8,49,C++;CMake,0,42,49,8,15,42.51,689.51,1.07,0.11,0.67,0.4,3.05,0.0,0.0,123,AutonomyLab/libcreate,humble,2015-12-11T22:07:29Z,inactive_6mo
libnabo,ethz-asl,A fast K Nearest Neighbor library for low-dimensional spaces,https://github.com/norlab-ulaval/libnabo,1902,480,152,37,,BSD-3-Clause,True,False,False,True,False,False,,25,386,2010-09-20T08:01:32Z,2,357,0,code,Organization,1902,36,480,C++;Shell;CMake;C;Python,7,68,80,30,30,49.46,352.09,2.08,0.16,0.82,2.58,9.51,0.0,0.0,186,norlab-ulaval/libnabo,humble|jazzy|kilted,2010-09-20T07:47:21Z,inactive_6mo
libpointmatcher,norlab-ulaval,An Iterative Closest Point (ICP) library for 2D and 3D mapping in Robotics,https://github.com/norlab-ulaval/libpointmatcher,21981,1791,566,99,libnabo;libpointmatcher;lidar;point-clouds;robotics;ros;ubuntu,BSD-3-Clause,True,False,False,True,False,False,,63,1985,2011-01-18T11:08:04Z,26,82669,0,code,Organization,21981,78,1791,C++;Jupyter Notebook;Shell;CMake;Python,7,249,278,92,236,40.91,103.11,10.91,0.4,3.11,9.84,13.52,0.0,0.0,182,norlab-ulaval/libpointmatcher,humble|jazzy|kilted,2011-01-18T10:00:28Z,inactive_6mo
lidar_situational_graphs,snt-arg,Repository to generate in real-time Situational Graphs (S-Graphs) for robot pose and map optimization using 3D LiDAR Data,https://github.com/snt-arg/lidar_situational_graphs,103801,305,34,0,,GPL-3.0,True,False,False,False,False,True,good first issue,19,1352,2018-01-01T07:39:02Z,44,4000,0,code,Organization,103801,9,305,C++;Python;CMake;Dockerfile;Shell,0,2,4,0,13,5.16,19.14,54.08,0.88,1.36,12.2,3.42,0.0,0.0,25,snt-arg/lidar_situational_graphs,humble,2024-02-20T15:34:19Z,inactive_6mo
LMS1xx,clearpathrobotics,Driver for SICK LMS1xx. Based on https://github.com/RCPRG-ros-pkg/RCPRG_laser_drivers,https://github.com/clearpathrobotics/LMS1xx,282,58,99,23,,,True,False,False,False,False,False,,16,111,2013-10-01T19:34:11Z,1,0,0,docs,Organization,282,49,58,C++;Python;C;CMake,10,20,28,13,22,12.81,157.67,0.75,0.14,0.67,0.39,0.15,0.0,0.0,148,clearpathrobotics/LMS1xx,humble|jazzy,2013-11-02T19:57:32Z,inactive_6mo
log_view,hatchbed,log_view provides a ncurses based terminal GUI for viewing and filtering published ROS log messages.,https://github.com/hatchbed/log_view,54,63,8,6,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,20,2020-11-12T05:38:45Z,8,204,0,code,Organization,54,4,63,C++;CMake,0,8,8,6,8,0.0,70.58,0.31,0.03,0.12,0.98,2.61,0.0,0.0,64,hatchbed/log_view,humble|jazzy|kilted,2020-11-24T01:48:47Z,inactive_6mo
lsc_ros2_driver,AutonicsLiDAR,ROS2 Driver for LSC Series,https://github.com/AutonicsLiDAR/lsc_ros2_driver,1529,3,3,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,12,2022-12-13T00:23:13Z,15,2157,0,code,Organization,1529,0,3,C++;Python;CMake,1,0,0,1,0,,,0.31,0.03,0.08,0.08,2.95,0.0,0.0,39,AutonicsLiDAR/lsc_ros2_driver,humble,2022-12-13T00:22:58Z,inactive_6mo
marker_msgs,tuw-robotics,ROS message to discribe detected marker and the sensor,https://github.com/tuw-robotics/marker_msgs,25,2,8,0,,BSD-2-Clause,True,False,False,False,False,False,,2,36,2016-06-10T20:55:12Z,1,23,0,other,Organization,25,6,2,CMake,0,0,0,0,2,,603.14,0.31,0.03,0.07,0.02,0.15,0.0,0.0,117,tuw-robotics/marker_msgs,humble|jazzy|kilted,2016-06-10T20:55:11Z,inactive_6mo
marvelmind_ros2_upstream,MarvelmindRobotics,Marvelmind ROS2 package upstream repository,https://github.com/MarvelmindRobotics/marvelmind_ros2_upstream,45,0,3,0,,BSD-2-Clause,True,False,False,False,False,True,good first issue,2,10,2022-07-10T18:32:25Z,1,9,0,docs,Organization,45,0,0,C;C++;Python;CMake;Shell;Batchfile,0,0,0,0,0,,,0.23,0.05,0.07,0.0,0.31,0.0,0.0,44,MarvelmindRobotics/marvelmind_ros2_upstream,humble,2022-07-10T18:28:18Z,inactive_6mo
menge_vendor,open-rmf,Modified menge lib for colcon build,https://github.com/open-rmf/menge_vendor,1339,3,5,1,,Apache-2.0,True,False,False,False,False,True,good first issue,5,17,2020-06-18T14:05:01Z,300,150184,0,code,Organization,1339,15,3,C++;C;Objective-C;CMake,0,12,14,1,0,1.03,,0.25,0.09,0.07,0.04,1.53,0.0,0.0,69,open-rmf/menge_vendor,humble|jazzy|kilted,2020-06-18T14:00:18Z,inactive_6mo
message_tf_frame_transformer,ika-rwth-aachen,ROS Node to transform messages of arbitrary type to a different frame using tf2::doTransform,https://github.com/ika-rwth-aachen/message_tf_frame_transformer,65,19,6,1,ros;ros2,MIT,True,False,False,False,False,True,good first issue,3,70,2023-03-16T12:00:01Z,7,407,0,config,Organization,65,2,19,C++;CMake,1,4,4,0,2,14.03,38.7,1.94,0.08,0.17,0.53,8.3,0.0,0.0,36,ika-rwth-aachen/message_tf_frame_transformer,humble|jazzy|kilted,2023-03-23T12:45:09Z,inactive_6mo
mimick_vendor,ros2,,https://github.com/ros2/mimick_vendor,53,2,18,2,,Apache-2.0,True,True,False,False,False,True,good first issue,15,73,2020-07-03T19:54:52Z,6,361,0,docs,Organization,53,16,2,CMake,2,31,35,0,5,53.27,248.74,1.07,0.22,0.26,0.03,0.08,0.89,0.0,68,ros2/mimick_vendor,humble|jazzy|kilted,2020-07-03T19:52:32Z,inactive_6mo
mir_robot,DFKI-NI,ROS support for the MiR Robots. This is a community project to use the MiR Robots with ROS. It is not affiliated with Mobile Industrial Robots.,https://github.com/DFKI-NI/mir_robot,3261,264,173,11,,BSD-3-Clause,True,False,False,False,False,True,good first issue,8,310,2017-02-02T14:10:09Z,7,411,0,code,Organization,3261,16,264,Python;C++;MATLAB;CMake,3,21,32,8,102,31.86,79.02,3.33,0.1,1.86,2.84,21.0,0.0,0.0,93,DFKI-NI/mir_robot,humble|jazzy|kilted,2018-06-27T09:09:06Z,inactive_6mo
mocap_optitrack,ros-drivers,ROS nodes for working with the NaturalPoint Optitrack motion capture setup,https://github.com/ros-drivers/mocap_optitrack,193,111,149,14,,,False,False,False,False,False,True,good first issue,11,82,2011-04-11T12:05:13Z,13,999,0,code,Organization,193,15,111,C++;Python;CMake,5,26,36,9,40,90.8,641.76,0.52,0.11,0.95,0.71,0.0,0.0,0.0,157,ros-drivers/mocap_optitrack,humble|jazzy,2013-02-03T17:48:01Z,inactive_6mo
mod,OrebroUniversity,Maps of Dynamics repository,https://github.com/OrebroUniversity/mod,79,0,0,0,,LGPL-3.0,False,False,False,False,False,True,good first issue,1,53,2022-03-18T18:17:22Z,10,1176,0,code,Organization,79,8,0,C++;CMake,0,0,0,0,1,,1.99,1.39,0.05,0.0,0.0,0.0,0.0,0.0,38,OrebroUniversity/mod,humble,2023-01-15T20:24:49Z,inactive_6mo
mola_test_datasets,MOLAorg,Small SLAM dataset extracts used for demos or unit tests from the main MOLA repository,https://github.com/MOLAorg/mola_test_datasets,177355,0,3,0,datasets;point-cloud;robotics;ros2;slam,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,41,2019-06-24T14:41:06Z,1,2,0,docs,Organization,177355,1,0,HTML;CMake;Shell,0,1,1,0,1,270.9,0.49,0.51,0.02,0.04,0.0,2.75,0.0,0.0,81,MOLAorg/mola_test_datasets,humble|jazzy|kilted,2019-06-24T14:41:05Z,inactive_6mo
moveit_msgs,ros-planning,ROS messages used by MoveIt,https://github.com/moveit/moveit_msgs,294,57,143,18,,BSD-3-Clause,True,True,False,False,False,True,good first issue,31,279,2012-04-17T09:04:43Z,51,753,0,config,Organization,294,24,57,CMake,10,111,143,8,29,37.97,183.07,1.72,0.27,0.88,0.35,0.54,0.16,0.0,162,moveit/moveit_msgs,humble|jazzy|kilted,2012-09-19T11:12:59Z,inactive_6mo
mrt_cmake_modules,KIT-MRT,Automated catkin project handling framework,https://github.com/KIT-MRT/mrt_cmake_modules,1775,43,27,7,,BSD-3-Clause,True,False,False,False,False,False,,18,1090,2015-07-13T05:31:50Z,20,629,0,config,Organization,1775,4,43,CMake;Python,1,2,16,6,16,19.82,17.39,9.48,0.37,0.23,0.37,12.59,0.0,0.0,115,KIT-MRT/mrt_cmake_modules,humble|jazzy|kilted,2016-08-18T14:38:06Z,inactive_6mo
multiple_topic_monitor,yukkysaito,,https://github.com/yukkysaito/multiple_topic_monitor,30,7,0,1,,Apache-2.0,True,False,False,False,False,True,good first issue,1,14,2024-04-20T17:16:08Z,11,274,0,code,User,30,1,7,Python,0,1,1,1,0,0.0,,0.61,0.04,0.0,0.3,4.91,0.0,0.0,23,yukkysaito/multiple_topic_monitor,humble,2024-04-20T15:20:45Z,inactive_6mo
myactuator_rmd,2b-t,"C++ and Python SDK for controlling actuators of the MyActuator RMD-X series over CAN, written in C++ with Python bindings",https://github.com/2b-t/myactuator_rmd,300,50,32,5,actuator;can;canbus;cpp;driver;linux;mit-cheetah;myactuator;pybind11;python;python-bindings;python3;rmd;rmd-x8;robotics;ros;ros2;sdk;socketcan;x8,MIT,True,False,False,False,False,True,good first issue,2,141,2023-05-20T20:55:31Z,2,31,0,docs,User,300,3,50,C++;CMake;Python,1,1,2,4,19,0.0,11.47,4.15,0.06,0.94,1.47,7.13,0.0,0.0,34,2b-t/myactuator_rmd,humble,2023-05-20T17:34:29Z,inactive_6mo
nao_button_sim,ijnek,,https://github.com/ijnek/nao_button_sim,43,1,1,1,,Apache-2.0,True,True,False,False,False,True,good first issue,2,43,2022-02-04T06:09:47Z,6,312,0,config,User,43,1,1,Python,0,6,6,1,0,19.63,,0.88,0.04,0.02,0.02,2.61,0.62,0.0,49,ijnek/nao_button_sim,humble|jazzy|kilted,2022-02-04T06:09:45Z,inactive_6mo
nao_meshes2,ros-naoqi,NAO robot meshes,https://github.com/ros-naoqi/nao_meshes2,24,2,1,2,,Other,True,False,False,False,False,True,good first issue,3,18,2022-09-15T01:11:14Z,1,2,0,docs,Organization,24,7,2,Shell;CMake,0,2,2,2,0,74.76,,0.43,0.07,0.02,0.05,2.11,0.0,0.0,42,ros-naoqi/nao_meshes2,humble,2022-09-15T01:11:14Z,inactive_6mo
naoqi_bridge_msgs2,ros-naoqi,"Commonly used message and services inside ros-naoqi, for ROS2",https://github.com/ros-naoqi/naoqi_bridge_msgs2,22,2,3,1,,Apache-2.0,True,False,False,False,False,True,good first issue,2,16,2022-09-09T02:04:46Z,1,2,0,docs,Organization,22,7,2,CMake,0,2,2,1,0,0.0,,0.38,0.05,0.07,0.05,2.12,0.0,0.0,42,ros-naoqi/naoqi_bridge_msgs2,humble,2022-09-09T02:04:46Z,inactive_6mo
ndt_omp,koide3,Multi-threaded and SSE friendly NDT algorithm,https://github.com/koide3/ndt_omp,1721,829,368,32,matching;multithreading;ndt;ndt-algorithm;pcl;point-cloud;registration;ros;scan-matching,BSD-2-Clause,True,False,False,False,False,True,good first issue,14,63,2017-10-31T08:35:56Z,11,3482,0,code,User,1721,19,829,C++;Dockerfile;CMake,4,20,25,28,20,37.99,122.88,0.64,0.17,3.76,8.46,1.92,0.0,0.0,98,koide3/ndt_omp,humble,2018-01-01T07:55:38Z,inactive_6mo
network_interface,astuff,A platform-agnostic network interface for TCP and UDP communications. Intended for use with ROS nodes.,https://github.com/astuff/network_interface,124,11,12,3,ros;tcp-communication;udp-communication,MIT,True,False,False,False,False,True,good first issue,10,124,2017-01-06T19:04:18Z,6,328,0,code,Organization,124,4,11,C++;CMake,0,31,33,3,9,5.33,44.15,1.22,0.14,0.12,0.11,0.33,0.0,0.0,102,astuff/network_interface,humble,2017-09-13T15:15:00Z,inactive_6mo
nlohmann_json_schema_validator_vendor,open-rmf,A vendoring package for https://github.com/pboettch/json-schema-validator,https://github.com/open-rmf/nlohmann_json_schema_validator_vendor,50,0,3,2,,,True,False,False,False,False,True,good first issue,5,25,2021-10-07T07:07:32Z,3,211,0,docs,Organization,50,9,0,CMake,0,16,17,2,1,7.38,0.64,0.47,0.11,0.06,0.0,0.26,0.0,0.0,53,open-rmf/nlohmann_json_schema_validator_vendor,humble|jazzy|kilted,2021-10-07T07:02:34Z,inactive_6mo
nmea_hardware_interface,OUXT-Polaris,mea_to_geopose with ros2_control,https://github.com/OUXT-Polaris/nmea_hardware_interface,63,0,1,1,,Apache-2.0,True,True,False,False,False,True,good first issue,5,58,2021-09-15T09:17:38Z,1,2,0,docs,Organization,63,4,0,C++;Python;CMake,1,17,19,0,2,12.87,0.0,1.07,0.09,0.02,0.0,0.06,0.62,0.0,54,OUXT-Polaris/nmea_hardware_interface,humble|jazzy|kilted,2021-09-15T09:17:37Z,inactive_6mo
nmea_msgs,ros-drivers,nmea_msgs is a ROS package containing messages related to the NMEA standard,https://github.com/ros-drivers/nmea_msgs,24,37,28,0,gnss;gps;messages;nmea;ros,,True,False,False,False,False,False,,7,24,2013-07-21T17:52:28Z,1,1,0,docs,Organization,24,9,37,CMake,0,12,12,0,12,32.35,223.68,0.16,0.06,0.18,0.24,0.14,0.0,0.0,152,ros-drivers/nmea_msgs,humble|jazzy|kilted,2013-07-21T17:51:32Z,inactive_6mo
nmea_navsat_driver,ros-drivers,ROS package containing drivers for NMEA devices that can output satellite navigation data (e.g. GPS or GLONASS).,https://github.com/ros-drivers/nmea_navsat_driver,148,274,299,14,gps;hardware-drivers;python;robotics;ros,BSD-3-Clause,True,False,False,False,False,False,,16,70,2013-07-21T18:36:49Z,5,240,0,config,Organization,148,13,274,Python;CMake,6,66,83,8,94,145.14,258.03,0.46,0.11,1.97,1.8,0.31,0.0,0.0,152,ros-drivers/nmea_navsat_driver,humble|jazzy|kilted,2013-07-21T18:22:38Z,inactive_6mo
nodl_to_policy,osrf,,https://github.com/osrf/nodl_to_policy,96,0,1,2,,Apache-2.0,True,True,False,False,False,True,good first issue,3,44,2021-06-02T22:58:18Z,2,208,0,docs,Organization,96,2,0,Python,1,6,7,1,0,2.57,,0.77,0.07,0.02,0.0,1.84,0.89,0.0,57,osrf/nodl_to_policy,humble|jazzy|kilted,2021-06-29T16:53:10Z,inactive_6mo
ntrip_client,LORD-MicroStrain,ROS NTRIP client,https://github.com/LORD-MicroStrain/ntrip_client,85,103,82,23,nmea-sentences;ntrip;ntripclient;ros;ros-melodic;ros-noetic;ros2-foxy;ros2-galactic;rtcm,Other,True,False,False,False,False,True,good first issue,4,36,2021-11-30T22:37:55Z,18,797,0,code,Organization,85,7,103,Python;Makefile;CMake,9,28,37,14,8,96.17,70.83,0.69,0.1,1.58,1.98,5.52,0.0,0.0,52,LORD-MicroStrain/ntrip_client,humble|jazzy|kilted,2021-11-30T21:29:57Z,inactive_6mo
numpy_ndarray_msgs,Geson-anko,A ROS2 package for transmitting NumPy ndarrays between ROS2 nodes.,https://github.com/Geson-anko/numpy_ndarray_msgs,110,2,0,0,messaging;numpy;python;ros2,MIT,True,True,False,True,False,True,good first issue,1,73,2025-02-21T00:36:44Z,6,113,0,code,User,110,2,2,Python;CMake;Shell;Dockerfile;Makefile,0,5,5,0,0,0.01,,5.62,0.08,0.0,0.15,2.23,2.13,0.0,13,Geson-anko/numpy_ndarray_msgs,humble|jazzy,2025-02-21T00:36:50Z,inactive_6mo
octomap_msgs,octomap,ROS package to provide messages and serializations / conversion for the OctoMap library,https://github.com/OctoMap/octomap_msgs,40,39,54,2,,,True,False,False,False,False,False,,7,60,2012-04-19T08:19:46Z,8,80,0,config,Organization,40,5,39,C++;CMake,1,6,10,1,13,54.2,93.28,0.38,0.06,0.34,0.25,0.34,0.0,0.0,158,OctoMap/octomap_msgs,humble|jazzy|kilted,2013-01-09T13:35:10Z,inactive_6mo
octomap_ros,OctoMap,ROS package to provide conversion functions between ROS / PCL and OctoMap's native types.,https://github.com/OctoMap/octomap_ros,58,103,51,1,,,True,False,False,False,False,False,,5,54,2012-02-20T17:44:04Z,14,856,0,code,Organization,58,7,103,C++;CMake,0,7,10,1,9,28.93,65.18,0.34,0.05,0.32,0.65,0.41,0.0,0.0,158,OctoMap/octomap_ros,humble|jazzy|kilted,2013-01-09T16:20:26Z,inactive_6mo
perception_open3d,ros-perception,"Open3D analog to perception_pcl, containing conversion functions from Open3D to/from ROS types",https://github.com/ros-perception/perception_open3d,2261,170,35,8,,Apache-2.0,True,False,False,False,False,True,good first issue,5,13,2020-07-27T18:31:06Z,1,201,0,other,Organization,2261,10,170,C++;C;CMake,1,16,18,7,8,20.58,214.1,0.19,0.07,0.51,2.5,0.31,0.0,0.0,68,ros-perception/perception_open3d,humble|jazzy|kilted,2020-07-27T18:31:05Z,inactive_6mo
openeb_vendor,ros-event-camera,wrapper package around prophesee openeb library,https://github.com/ros-event-camera/openeb_vendor,29,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,13,2024-05-08T10:27:04Z,5,309,0,config,Organization,29,2,0,CMake,0,2,2,0,2,0.04,2.08,0.59,0.05,0.0,0.0,0.38,0.0,0.0,22,ros-event-camera/openeb_vendor,humble|jazzy|kilted,2024-05-08T10:17:09Z,inactive_6mo
openni2_camera,ros-drivers,ROS wrapper for openni 2.0,https://github.com/ros-drivers/openni2_camera,278,67,101,12,drivers;rgbd;ros;ros2,BSD-3-Clause,True,False,False,False,False,False,,27,244,2013-04-24T00:55:00Z,18,1757,0,code,Organization,278,14,67,C++;Python;Makefile;CMake;C,0,62,72,12,63,160.71,337.57,1.57,0.22,0.65,0.43,1.68,0.0,0.0,155,ros-drivers/openni2_camera,humble|jazzy|kilted,2013-04-24T00:54:20Z,inactive_6mo
osrf_pycommon,osrf,"Commonly needed Python modules, used by Python software developed at OSRF",https://github.com/osrf/osrf_pycommon,218,8,21,7,,Apache-2.0,True,False,False,False,False,False,,21,196,2014-05-08T23:11:16Z,3,259,0,config,Organization,218,17,8,Python,4,80,90,3,13,31.0,397.59,1.38,0.15,0.15,0.06,0.5,0.0,0.0,142,osrf/osrf_pycommon,humble|jazzy|kilted,2014-05-08T23:11:16Z,inactive_6mo
pal_sea_arm_moveit_config,pal-robotics,,https://github.com/pal-robotics/pal_sea_arm_moveit_config,68,0,2,0,,Apache-2.0,True,True,False,False,False,True,good first issue,7,52,2023-09-29T12:28:05Z,1,1,0,docs,Organization,68,6,0,Python;Shell;EmberScript;CMake,0,0,0,0,0,,,4.33,0.67,0.17,0.0,0.0,2.73,0.0,12,pal-robotics/pal_sea_arm_moveit_config,humble,2025-03-31T16:30:46Z,inactive_6mo
pepper_meshes2,ros-naoqi,Pepper robot meshes for ROS2,https://github.com/ros-naoqi/pepper_meshes2,22,3,2,2,,Other,True,False,False,False,False,True,good first issue,2,20,2022-09-10T01:57:26Z,1,2,0,docs,Organization,22,7,3,Shell;CMake,1,1,1,1,0,4.52,,0.48,0.05,0.05,0.07,2.15,0.0,0.0,42,ros-naoqi/pepper_meshes2,humble,2022-09-10T01:57:26Z,inactive_6mo
performance_test_fixture,ros2,Test fixture and CMake macro for using osrf_testing_tools_cpp with Google Benchmark,https://github.com/ros2/performance_test_fixture,70,10,5,2,,Apache-2.0,True,True,False,False,False,True,good first issue,10,47,2020-07-16T20:50:32Z,0,0,0,other,Organization,70,18,10,C++;CMake;C,1,25,26,1,4,51.07,3.57,0.69,0.15,0.07,0.15,1.22,0.89,0.0,68,ros2/performance_test_fixture,humble|jazzy|kilted,2020-07-16T20:48:51Z,inactive_6mo
pick_ik,PickNikRobotics,Inverse Kinematics solver for MoveIt,https://github.com/PickNikRobotics/pick_ik,223,90,25,9,,BSD-3-Clause,True,False,False,False,False,True,good first issue,10,134,2022-08-22T03:02:21Z,27,1418,0,code,Organization,223,11,90,C++;CMake;Dockerfile,0,47,50,9,20,10.29,39.33,3.19,0.26,0.6,2.14,1.59,0.0,0.0,42,PickNikRobotics/pick_ik,humble|jazzy|kilted,2022-09-22T23:43:00Z,inactive_6mo
plotjuggler_msgs,facontidavide,"Special ROS messages to send custom datapoints to PlotJuggler ",https://github.com/PlotJuggler/plotjuggler_msgs,17,9,9,1,,MIT,True,False,False,False,False,True,good first issue,3,32,2020-05-09T20:09:38Z,3,55,0,config,User,17,1,9,C++;CMake,1,2,3,0,2,434.91,227.4,0.46,0.04,0.13,0.13,0.07,0.0,0.0,70,PlotJuggler/plotjuggler_msgs,humble|jazzy|kilted,2020-05-09T20:09:37Z,inactive_6mo
pointcloud_to_laserscan,ros-perception,Converts a 3D Point Cloud into a 2D laser scan.,https://github.com/ros-perception/pointcloud_to_laserscan,44,559,365,12,,BSD-3-Clause,True,False,False,False,False,False,,10,41,2015-06-08T14:31:06Z,9,623,0,code,Organization,44,10,559,C++;Python;C;CMake,4,18,31,8,62,133.42,198.31,0.32,0.09,2.83,4.33,2.87,0.0,0.0,129,ros-perception/pointcloud_to_laserscan,humble|jazzy|kilted,2015-06-08T13:35:49Z,inactive_6mo
pose_cov_ops,mrpt-ros-pkg,ROS library for spatial transformations with uncertainty (MRPT wrapper),https://github.com/mrpt-ros-pkg/pose_cov_ops,148,17,6,1,,BSD-3-Clause,True,True,False,False,False,False,,5,135,2014-12-23T11:41:34Z,1,2,0,docs,Organization,148,5,17,C++;CMake,0,3,4,1,8,0.47,20.42,1.0,0.04,0.04,0.13,3.31,0.36,0.0,135,mrpt-ros-pkg/pose_cov_ops,humble|jazzy|kilted,2014-12-23T11:41:34Z,inactive_6mo
ptz_action_server,clearpathrobotics,Action server interface for common PTZ cameras and PTU devices,https://github.com/clearpathrobotics/ptz_action_server,85,0,1,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,47,2023-03-27T18:29:55Z,2,30,0,docs,Organization,85,4,0,Python;CMake,0,6,6,0,0,5.09,,1.31,0.06,0.03,0.0,2.54,0.0,0.0,36,clearpathrobotics/ptz_action_server,humble|jazzy,2023-03-27T18:29:54Z,inactive_6mo
py_binding_tools,ros-planning,Python binding tools for C++,https://github.com/moveit/py_binding_tools,42,6,2,1,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,17,2024-03-05T11:07:59Z,9,633,0,code,Organization,42,13,6,C++;Python;CMake,0,2,7,1,2,2.31,0.21,0.71,0.04,0.08,0.25,1.96,0.0,0.0,24,moveit/py_binding_tools,humble|jazzy|kilted,2024-03-05T15:27:59Z,inactive_6mo
py_trees_ros_viewer,splintered-reality,A Qt-Js hybrid application for visualisation of executing or log-replayed behaviour trees in a ROS2 ecosystem.,https://github.com/splintered-reality/py_trees_ros_viewer,36510,47,12,8,behaviour-trees;js;py-trees;qt;ros2,Other,True,False,False,False,False,False,,3,48,2019-08-10T02:54:03Z,28,2134,0,code,Organization,36510,7,47,Python;Shell;HTML,2,23,23,6,17,60.78,27.74,0.61,0.04,0.15,0.59,4.78,0.0,0.0,79,splintered-reality/py_trees_ros_viewer,humble|jazzy|kilted,2019-08-09T19:59:30Z,inactive_6mo
python_cmake_module,ros2,CMake module for finding Python in a consistent way for all ROS 2 packages.,https://github.com/ros2/python_cmake_module,28,5,4,2,,Apache-2.0,False,True,False,False,False,True,good first issue,16,54,2016-02-11T00:35:10Z,4,284,0,config,Organization,28,17,5,CMake,1,7,10,1,6,270.88,196.09,0.69,0.22,0.05,0.06,0.0,0.89,0.0,78,ros2/python_cmake_module,humble|jazzy|kilted,2019-09-19T17:50:45Z,inactive_6mo
qpoases_vendor,Autoware-AI,,https://github.com/autowarefoundation/qpoases_vendor,24,6,7,6,,,True,False,False,False,False,True,good first issue,1,25,2019-07-28T00:58:56Z,1,3,0,docs,Organization,24,1,6,CMake,3,3,3,3,1,0.11,87.37,0.36,0.04,0.1,0.09,0.26,0.0,0.0,70,autowarefoundation/qpoases_vendor,humble|jazzy|kilted,2020-05-29T05:42:50Z,inactive_6mo
quaternion_operation,OUXT-Polaris,,https://github.com/OUXT-Polaris/quaternion_operation,173,6,3,1,,Apache-2.0,True,True,False,False,False,True,good first issue,5,153,2019-04-16T00:36:43Z,7,160,0,code,Organization,173,5,6,C++;CMake,0,54,102,1,15,1.19,19.73,1.84,0.07,0.04,0.07,0.43,0.62,0.0,83,OUXT-Polaris/quaternion_operation,humble|jazzy|kilted,2019-04-16T00:36:30Z,inactive_6mo
rai_interfaces,RobotecAI,Interfaces for RAI communication,https://github.com/RobotecAI/rai_interfaces,39,2,2,0,,Apache-2.0,True,False,False,False,False,True,good first issue,5,36,2024-07-12T08:07:14Z,3,246,0,config,Organization,39,1,2,CMake,0,2,2,0,0,2.8,,3.27,0.45,0.18,0.18,1.35,0.0,0.0,11,RobotecAI/rai_interfaces,humble|jazzy,2025-04-02T15:43:48Z,inactive_6mo
random_numbers,ros-planning,Routines for random number generation,https://github.com/moveit/random_numbers,57,9,35,0,,BSD-3-Clause,True,True,False,False,False,False,,19,73,2012-06-18T20:17:37Z,5,276,0,code,Organization,57,28,9,C++;CMake,0,37,44,0,8,28.16,209.91,0.45,0.15,0.22,0.06,1.36,0.16,0.0,161,moveit/random_numbers,humble|jazzy|kilted,2012-10-18T20:52:14Z,inactive_6mo
